compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.429,mg/kg bw,7.9325,mg/L,5.55,Magallanes2015,Magallanes2015,https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/cpdd.208,"average fasted, fed men and women"
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.429,mg/kg bw,3.41,mg/L,2.39,Siepsiak-Po?om2019,Siepsiak-Po?om2019,https://www.europeanreview.org/wp/wp-content/uploads/4044-4051.pdf,
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.429,mg/kg bw,10.1,mg/L,7.07,Ishizaki1980,Ishizaki1980,https://link.springer.com/content/pdf/10.1007/BF00636794.pdf,
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,0.357,mg/kg bw,1.02,mg/L,2.86,Ahmed2008,Ahmed2008,https://www.tandfonline.com/doi/full/10.1080/03639040601150237,Immediate Release Tablet (other formulations excluded)
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,2.143,mg/kg bw,13.1,mg/L,7.93,Advenier1983,Advenier1983,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1983.tb02145.x,average young and elderly
Ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,1.474,mg/kg bw,9.5495,mg/L,6.48,Hales2017,Hales2017,http://www.scielo.br/pdf/bjps/v53n4/1984-8250-bjps-53-04-e00266.pdf,Immediate Release Tablet (other formulations excluded)
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.018,mg/L,0.63,Stoehr1984,Stoehr1984,https://www.researchgate.net/publication/232796495_Effect_of_oral_contraceptives_on_triazolam_temazepam_alprazolam_and_lorazepam_kinetics,"female controls, average bodyweight 60.3 kg"
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0213,mg/L,0.7455,Stoehr1984,Stoehr1984,https://www.researchgate.net/publication/232796495_Effect_of_oral_contraceptives_on_triazolam_temazepam_alprazolam_and_lorazepam_kinetics,"women receiving oral contrceptives, average bodyweight 60.5 kg"
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0261,mg/L,0.9135,Watanabe1987,Watanabe1987,https://www.jstage.jst.go.jp/article/jscpt1970/18/3/18_3_545/_pdf/-char/en,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.021,mg/L,0.735,Scott1991,Scott1991,https://link.springer.com/content/pdf/10.1007/BF00265852.pdf,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0275,mg/L,0.9625,Greenblatt1984,Greenblatt1984,https://accp1.onlinelibrary.wiley.com/doi/pdf/10.1002/j.1552-4604.1984.tb01829.x,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.014,mg/kg bw,0.00945,mg/L,0.6615,Kotegawa2014,Kotegawa2014,https://www.dustri.com/article_response_page.html?artId=11427&doi=10.5414/CP202084&L=0,average with and withoug sleep disturbance
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0231,mg/L,0.8085,Greene1995,Greene1995,https://journals.lww.com/psychopharmacology/Fulltext/1995/12000/Coadministration_of_Nefazodone_and.4.aspx,Cmax after first administration only
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0334,mg/L,1.169,Olivier2001,Olivier2001,https://journals.lww.com/clinicalneuropharm/fulltext/2001/03000/pharmacokinetic_and_pharmacodynamic_analysis_of.2.aspx,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.057,mg/kg bw,0.061,mg/L,1.070175439,Ellinwood1985,Ellinwood1985,https://link.springer.com/content/pdf/10.1007/BF00427897.pdf,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0249,mg/L,0.8715,Greenblatt1982,Greenblatt1982,https://www.sciencedirect.com/science/article/abs/pii/S0022354915440407,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0219,mg/L,0.7665,Friedman1991,Friedman1991,https://link.springer.com/content/pdf/10.1007/BF02244562.pdf,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0162,mg/L,0.567,Greenblatt1993,Greenblatt1993,https://www.researchgate.net/publication/15101529_Cognitive_effects_of_-adrenergic_antagonists_after_single_doses_Pharmacokinetics_and_pharmacodynamics_of_propranolol_atenolol_lorazepam_and_placebo/link/5536b4ca0cf268fd00187487/download,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0196,mg/L,0.686,Zhu2005,Zhu2005,https://www.sciencedirect.com/science/article/pii/S0731708505001317,reference (other formulations excluded)* also published in http://en.cnki.com.cn/Article_en/CJFDTotal-ZGYX200508019.htm
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0334,mg/L,1.169,Blin1999,Blin1999,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2014376/,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.018,mg/L,0.63,Greenblatt1988,Greenblatt1988,https://www.researchgate.net/publication/20018346_Comparative_single-dose_kinetics_and_dynamics_of_lorazepam_alprazolam_prazepam_and_placebo/link/5541370f0cf2718618dc9ca7/download,
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.02125,mg/L,0.74375,Mineshita1988,Mineshita1988,https://www.jstage.jst.go.jp/article/jscpt1970/19/3/19_3_591/_pdf/-char/ja,average young and elderly
Lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2NC1=O,0.029,mg/kg bw,0.0218,mg/L,0.763,Abrams1988,Abrams1988,https://onlinelibrary.wiley.com/doi/pdf/10.1002/hup.470030210,"conventional release, other formulations excluded"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.1486,mg/L,0.10402,Yuen1989,Yuen1989,https://www.tandfonline.com/doi/pdf/10.3109/03639049809097275?needAccess=true,Metoprolol comparator (other formulations excluded)
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.2165,mg/L,0.15155,Briant1983,Briant1983,https://link.springer.com/content/pdf/10.1007%2FBF01037947.pdf,young adults (63 kg)
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,2.857,mg/kg bw,0.2588,mg/L,0.09058,Berg1990,Berg1990,https://link.springer.com/content/pdf/10.1007/BF00315121.pdf,"immediate release, fasting (other formulations excluded)"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0.357,mg/kg bw,0.0111,mg/L,0.03108,Stoppelaar1999,Stoppelaar1999,https://link.springer.com/content/pdf/10.1023%2FA%3A1008792421982.pdf,
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.12,mg/L,0.084,Eddington1998,Eddington1998,https://link.springer.com/content/pdf/10.1023%2FA%3A1011988601696.pdf,"fast release *the table reads ng/L but that must be a typo, so I used ug/l (which is in line with the figure), other formulations excluded"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.037,mg/L,0.0259,Lundborg1993,Lundborg1993,https://link.springer.com/content/pdf/10.1007%2FBF00315499.pdf,controlled release *NB these are combination tablets with immediate-release hydrochlorothiazide 12.5 mg
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.168,mg/L,0.1176,Lundborg1993,Lundborg1993,https://link.springer.com/content/pdf/10.1007%2FBF00315499.pdf,conventional *NB these are combination tablets with immediate-release hydrochlorothiazide 12.5 mg
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.0293,mg/L,0.02051,Inoue2014,Inoue2014,https://www.degruyter.com/downloadpdf/j/dmdi.2014.29.issue-2/dmdi-2013-0063/dmdi-2013-0063.pdf,extended release
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.132,mg/L,0.0924,Krauwinkel2014,Krauwinkel2014,https://link.springer.com/content/pdf/10.1007%2Fs13318-013-0133-1.pdf,metoprolol tartrate
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.1546,mg/L,0.10822,Morris2014,Morris2014,https://aac.asm.org/content/aac/58/10/5900.full.pdf,metoprolol tartrate
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.279,mg/L,0.1953,Cho2015,Cho2015,https://www.tandfonline.com/doi/pdf/10.3109/00498254.2014.967824?needAccess=true,healthy korean subjects
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.122017,mg/L,0.0854119,Lateef2016,Lateef2016,http://www.asianjournalofchemistry.co.in/user/journal/viewarticle.aspx?ArticleID=28_10_31,metoprolol tartrate reference formulation * not the most awesome publication but no real reason to doubt the values
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.12395,mg/L,0.086765,Lateef2016,Lateef2016,http://www.asianjournalofchemistry.co.in/user/journal/viewarticle.aspx?ArticleID=28_10_31,metopolol tartrate test preparation * not the most awesome publication but no real reason to doubt the values
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.357,mg/kg bw,0.09158,mg/L,0.06748,Ravishankar2006,Ravishankar2006,https://www.sciencedirect.com/science/article/pii/S0168365905007285?via%3Dihub,"metoprolol succinate, they say 95 mg are equivalent to 100 mg metoprolol tartrate.... pellets of 20% w/w EUDRAGIT® NE-coated sodium chloride cores, layered with metoprolol succinate and further coated with 35% w/w EUDRAGIT® RS"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.357,mg/kg bw,0.03813,mg/L,0.028095789,Ravishankar2006,Ravishankar2006,https://www.sciencedirect.com/science/article/pii/S0168365905007285?via%3Dihub,"reference formulation  (Beloc-zok), metoprolol succinate"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.16684,mg/L,0.116788,Carrasco-Portugal2006,Carrasco-Portugal2006,https://ipn.elsevierpure.com/en/publications/bioequivalence-of-two-oral-formulations-of-metoprolol,data from abstract only *reference formulation
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.17069,mg/L,0.119483,Carrasco-Portugal2006,Carrasco-Portugal2006,https://ipn.elsevierpure.com/en/publications/bioequivalence-of-two-oral-formulations-of-metoprolol,data from abstract only *test formulation
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,0.714,mg/kg bw,0.06,mg/L,0.084,Valtola2007,Valtola2007,https://link.springer.com/article/10.1007%2Fs00228-007-0276-6,values are median not mean
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.1422,mg/L,0.09954,Wang2008,Wang2008,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2008.03150.x,Chinese patients with chronic myelogenous leukaemia
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.1144,mg/L,0.08008,Jin2008,Jin2008,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2008.00945.x,CYP2D6*1/*1 (n?=?6) healthy koreans
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.2184,mg/L,0.15288,Jin2008,Jin2008,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2008.00945.x,CYP2D6*1/*10 (n?=?7) healthy koreans
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.3494,mg/L,0.24458,Jin2008,Jin2008,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2008.00945.x,CYP2D6*10/*10 (n?=?5) healthy koreans
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.24,mg/L,0.168,Sharma2013,Sharma2013,https://accp1.onlinelibrary.wiley.com/doi/full/10.1177/0091270009340417,"Women, extensive metabolizers *nb differences between sexes were due to bodyweight"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.454,mg/L,0.3178,Sharma2013,Sharma2013,https://accp1.onlinelibrary.wiley.com/doi/full/10.1177/0091270009340417,"Women, poor metabolizers*nb differences between sexes were due to bodyweight"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.187,mg/L,0.1309,Sharma2013,Sharma2013,https://accp1.onlinelibrary.wiley.com/doi/full/10.1177/0091270009340417,"Men, extensive metabolizers*nb differences between sexes were due to bodyweight"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.347,mg/L,0.2429,Sharma2013,Sharma2013,https://accp1.onlinelibrary.wiley.com/doi/full/10.1177/0091270009340417,"Men, poor metabolizers*nb differences between sexes were due to bodyweight"
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.1519,mg/L,0.10633,Yuen1998,Yuen1998,https://www.tandfonline.com/doi/pdf/10.3109/03639049809097275,metoprolol tartrate Betaloc (other formulations excluded)
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,2.857,mg/kg bw,0.1691,mg/L,0.059185,Koytchev1998,Koytchev1998,https://link.springer.com/content/pdf/10.1007%2Fs002280050495.pdf,Homozygous(CYP2D6*1/CYP2D6*1)
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,2.857,mg/kg bw,0.2973,mg/L,0.104055,Koytchev1998,Koytchev1998,https://link.springer.com/content/pdf/10.1007%2Fs002280050495.pdf,Heterozygous(CYP2D6*1/CYP2D6*4)
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.0278,mg/L,0.01946,Aberg1997,Aberg1997,https://link.springer.com/content/pdf/10.1007%2Fs002280050321.pdf,average young and elderly
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.2355,mg/L,0.16485,Spahn1984,Spahn1984,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1984.tb02439.x,
Metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.429,mg/kg bw,0.099,mg/L,0.0693,Kelly1985,Kelly1985,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1985.tb02634.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0415,mg/L,0.387333333,Abdlekawy2017,Abdlekawy2017,https://link.springer.com/content/pdf/10.1007%2Fs13318-016-0352-3.pdf,control (combinations excluded)
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.1031,mg/L,0.481133333,Guo2010,Guo2010,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2010.01178.x,Han 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.0749,mg/L,0.349533333,Guo2010,Guo2010,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2010.01178.x,Mongolian 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.1248,mg/L,0.5824,Guo2010,Guo2010,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2010.01178.x,Uygur 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.13,mg/L,0.606666667,Guo2010,Guo2010,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2010.01178.x,Hui 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.189,mg/L,0.882,Guo2010,Guo2010,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2710.2010.01178.x,Korean 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.0695,mg/L,0.324333333,Backman1998,Backman1998,https://link.springer.com/content/pdf/10.1007%2Fs002280050420.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0352,mg/L,0.328533333,Adeloye2018,Adeloye2018,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1002/cpdd.586,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.015,mg/kg bw,0.005,mg/L,0.333333333,Misaka2011,Misaka2011,https://www.sciencedirect.com/science/article/pii/S0149291811001391?via%3Dihub,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.17135,mg/L,0.799633333,Xin2009,Xin2009,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.2009.03383.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0255,mg/L,0.357,Bui2015,Bui2015,https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/jcph.515,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0345,mg/L,0.322,Ahonen1995,Ahonen1995,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1111/j.1365-2125.1995.tb00001.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0375,mg/L,0.35,Tomkinson2010,Tomkinson2010,https://reader.elsevier.com/reader/sd/pii/S0149291810002407?token=925815BF7BCFD94B8A2A11D536BDFDED923F65E1C263C41C8C83852321C83F33BE316BC1B260505578959E2D5548D13E,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0344,mg/L,0.4816,Skerjanec2010,Skerjanec2010,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1177/0091270009340418,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.094,mg/L,0.438666667,Jochemsen1986,Jochemsen1986,https://onlinelibrary.wiley.com/doi/pdf/10.1002/bdd.2510070108,* info only from abstract
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.086,mg/kg bw,0.04568,mg/L,0.532933333,Pentikis2007,Pentikis2007,https://accpjournals.onlinelibrary.wiley.com/doi/epdf/10.1592/phco.27.10.1361,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.057,mg/kg bw,0.012,mg/L,0.21,Urva2013,Urva2013,https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/jcph.7,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.2705,mg/L,1.262333333,Chávez-Teyes1999,Chávez-Teyes1999,https://link.springer.com/content/pdf/10.2165%2F00044011-199917030-00008.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.088,mg/L,0.410666667,Vanakoski 1996,Vanakoski 1996,https://link.springer.com/content/pdf/10.1007%2Fs002280050208.pdf,control 
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.034,mg/L,0.317333333,Bornemann1985,Bornemann1985,https://link.springer.com/content/pdf/10.1007%2FBF00547375.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.067,mg/L,0.312666667,Bornemann1985,Bornemann1985,https://link.springer.com/content/pdf/10.1007%2FBF00547375.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.429,mg/kg bw,0.212,mg/L,0.494666667,Bornemann1985,Bornemann1985,https://link.springer.com/content/pdf/10.1007%2FBF00547375.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0538,mg/L,0.502133333,Shao2017,Shao2017,https://link.springer.com/content/pdf/10.1007%2Fs00228-017-2197-3.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.029,mg/kg bw,0.00943,mg/L,0.33005,Gupta2012,Gupta2012,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2125.2012.04168.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0289,mg/L,0.269733333,Olkkola1996,Olkkola1996,"https://journals.lww.com/anesthesia-analgesia/Fulltext/1996/03000/The_Effect_of_the_Systemic_Antimycotics,.15.aspx",
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0275,mg/L,0.385,Paulson2017,Paulson2017,https://www.sciencedirect.com/science/article/pii/S0149291817302448?via%3Dihub,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0242,mg/L,0.3388,Nyunt2008,Nyunt2008,"https://journals.lww.com/jaids/fulltext/2008/04150/Pharmacokinetic_Effect_of_AMD070,_an_Oral_CXCR4.5.aspx",
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0374,mg/L,0.349066667,Ahonen1997,Ahonen1997,https://link.springer.com/content/pdf/10.1007%2Fs002280050223.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.029,mg/kg bw,0.01082,mg/L,0.38,Winter2013,Winter2013,https://aac.asm.org/content/57/8/3699,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.043,mg/kg bw,0.0107,mg/L,0.25,Townsend2016,Townsend2016,https://accp1.onlinelibrary.wiley.com/doi/full/10.1002/cpdd.285,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0205,mg/L,0.19,Schmitt2012,Schmitt2012,https://accpjournals.onlinelibrary.wiley.com/doi/epdf/10.1592/phco.29.10.1175,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.03905,mg/L,0.36,Juif2017,Juif2017,https://link.springer.com/article/10.1007%2Fs00228-017-2282-7,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.0462,mg/L,0.22,Brennan2006,Brennan2006,https://accp1.onlinelibrary.wiley.com/doi/epdf/10.1177/0091270005283836,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.087,mg/L,0.41,Andersen2002,Andersen2002,https://bpspubs.onlinelibrary.wiley.com/doi/epdf/10.1046/j.1365-2125.2002.01615.x,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.214,mg/kg bw,0.044,mg/L,0.21,Martens-Lobenhoffer2001,Martens-Lobenhoffer2001,https://journals.lww.com/anesthesia-analgesia/fulltext/2001/03000/The_Effect_of_Anxiety_and_Personality_on_the.12.aspx,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.071,mg/kg bw,0.0459,mg/L,0.64,Krupka2006,Krupka2006,https://link.springer.com/content/pdf/10.1007%2Fs00228-006-0159-2.pdf,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,4.29E-05,mg/kg bw,0.0000119,mg/L,0.28,Hohmann2014,Hohmann2014,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/bcp.12502,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.043,mg/kg bw,0.00999,mg/L,0.23,Hohmann2014,Hohmann2014,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/bcp.12502,
Midazolam,59467-70-8,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12,0.107,mg/kg bw,0.0241,mg/L,0.22,Saari2006,Saari2006,https://ascpt.onlinelibrary.wiley.com/doi/epdf/10.1016/j.clpt.2005.12.305,
